time,score
0.002137422561645508,0.0
0.002402067184448242,0.0
0.00503230094909668,0.0
0.005269289016723633,0.0
0.007573127746582031,0.0
0.007802724838256836,0.0
0.010251045227050781,0.0
0.01057577133178711,0.0
0.01288151741027832,0.0
0.013090133666992188,0.0
0.015304803848266602,0.0
0.015491724014282227,0.0
0.01676011085510254,0.0
0.017031192779541016,0.0
0.019216060638427734,0.0
0.019437313079833984,0.0
0.02162027359008789,0.0
0.02185988426208496,0.0
0.024157047271728516,0.0
0.0244138240814209,0.0
0.03333306312561035,0.0
0.0335841178894043,0.0
0.0355076789855957,0.0
0.03568863868713379,0.0
0.03709673881530762,0.0
0.037264108657836914,0.0
0.039734840393066406,0.0
0.03995108604431152,0.0
0.04167318344116211,0.0
0.041832685470581055,0.0
0.0433497428894043,0.0
0.04356050491333008,0.0
0.046292781829833984,0.0
0.04651689529418945,0.0
0.047945499420166016,0.0
0.04810190200805664,0.0
0.05008578300476074,0.0
0.050330162048339844,0.0
0.05239987373352051,0.0
0.05259585380554199,0.0
0.05459713935852051,0.0
0.05476689338684082,0.0
0.05667686462402344,0.0
0.05686593055725098,0.0
0.05864834785461426,0.0
0.05881524085998535,0.0
0.06073737144470215,0.0
0.060883283615112305,0.0
0.06334805488586426,0.0
0.06356382369995117,0.0
0.06568026542663574,0.0
0.06587028503417969,0.0
0.06804084777832031,0.0
0.06828975677490234,0.0
0.07141733169555664,0.0
0.07160687446594238,0.0
0.07390689849853516,0.0
0.07416224479675293,0.0
0.07631754875183105,0.0
0.07654500007629395,0.0
0.07880544662475586,0.0
0.07901382446289062,0.0
0.08095526695251465,0.0
0.0811464786529541,0.0
0.08307385444641113,0.0
0.08323860168457031,0.0
0.08554387092590332,0.0
0.08574128150939941,0.0
0.08761477470397949,0.0
0.08783507347106934,0.0
0.09012460708618164,0.0
0.09036970138549805,0.0
0.0923311710357666,0.0
0.09250235557556152,0.0
0.09383678436279297,0.0
0.09401440620422363,0.0
0.09522867202758789,0.0
0.09539270401000977,0.0
0.09775400161743164,0.0
0.0979917049407959,0.0
0.10072755813598633,0.0
0.10106039047241211,0.0
0.1036062240600586,0.0
0.10389041900634766,0.0
0.10622596740722656,0.0
0.10642457008361816,0.0
0.1086115837097168,0.0
0.10880613327026367,0.0
0.11085987091064453,0.0
0.11108708381652832,0.0
0.11298608779907227,0.0
0.11319375038146973,0.0
0.11568903923034668,0.0
0.11593055725097656,0.0
0.13972997665405273,0.0
0.14000725746154785,0.0
0.14292407035827637,0.0
0.14322471618652344,0.0
0.14614605903625488,0.0
0.1464540958404541,0.0
0.14992928504943848,0.0
0.15021991729736328,0.0
0.15375185012817383,2.6285438173250423e-05
0.15404915809631348,2.6285438173250423e-05
0.15642356872558594,2.6285438173250423e-05
0.15672063827514648,2.6285438173250423e-05
0.16003727912902832,2.6285438173250423e-05
0.1604156494140625,2.6285438173250423e-05
0.1637742519378662,2.8075892369710615e-05
0.16414880752563477,2.8075892369710615e-05
0.16783452033996582,2.8075892369710615e-05
0.16812634468078613,2.8075892369710615e-05
0.17025327682495117,2.8075892369710615e-05
0.1704411506652832,2.8075892369710615e-05
0.1728215217590332,2.8075892369710615e-05
0.17300629615783691,2.8075892369710615e-05
0.1744704246520996,2.8075892369710615e-05
0.17469263076782227,2.8075892369710615e-05
0.17704296112060547,2.8075892369710615e-05
0.17723798751831055,2.8075892369710615e-05
0.1796257495880127,2.8075892369710615e-05
0.17984724044799805,2.8075892369710615e-05
0.1815199851989746,2.8075892369710615e-05
0.181776762008667,2.8075892369710615e-05
0.18453478813171387,2.8075892369710615e-05
0.18484735488891602,2.8075892369710615e-05
0.1875903606414795,2.8075892369710615e-05
0.18792462348937988,2.8075892369710615e-05
0.18961334228515625,2.8075892369710615e-05
0.18988776206970215,2.8075892369710615e-05
0.1929621696472168,2.8075892369710615e-05
0.19324779510498047,2.8075892369710615e-05
0.19585585594177246,2.8075892369710615e-05
0.19608283042907715,2.8075892369710615e-05
0.1995224952697754,2.8075892369710615e-05
0.19979238510131836,2.8075892369710615e-05
0.20240139961242676,2.8075892369710615e-05
0.20269441604614258,2.8075892369710615e-05
0.20580363273620605,2.8075892369710615e-05
0.20636343955993652,2.8075892369710615e-05
0.20875930786132812,2.8075892369710615e-05
0.2089691162109375,2.8075892369710615e-05
0.2119143009185791,2.865975640097709e-05
0.21222305297851562,2.865975640097709e-05
0.21448183059692383,2.865975640097709e-05
0.21474289894104004,2.865975640097709e-05
0.21714282035827637,2.865975640097709e-05
